ep,delta_required,success,status,message
29,1.2657347479748207,True,0,Optimization terminated successfully
29,1.3230088402019535,True,0,Optimization terminated successfully
35,0.28889942957486214,True,0,Optimization terminated successfully
35,0.3714059088353785,True,0,Optimization terminated successfully
35,0.24407458172181276,True,0,Optimization terminated successfully
35,0.22658188339574487,True,0,Optimization terminated successfully
35,0.6185473069698421,True,0,Optimization terminated successfully
35,0.1541459433778882,True,0,Optimization terminated successfully
35,0.7669141031245751,True,0,Optimization terminated successfully
35,0.47413829260224677,True,0,Optimization terminated successfully
35,0.2883820951413255,True,0,Optimization terminated successfully
35,0.8908238935897796,True,0,Optimization terminated successfully
35,0.5366116338216509,True,0,Optimization terminated successfully
35,0.9869169037167949,True,0,Optimization terminated successfully
35,0.31522930014277245,True,0,Optimization terminated successfully
35,0.34015662231679644,True,0,Optimization terminated successfully
35,0.9424908375416465,True,0,Optimization terminated successfully
35,1.2181215748121716,True,0,Optimization terminated successfully
35,0.2021192931873931,True,0,Optimization terminated successfully
35,0.5883104854845337,True,0,Optimization terminated successfully
35,1.0778609513583235,True,0,Optimization terminated successfully
36,0.40918628641527627,True,0,Optimization terminated successfully
36,0.7764649936799486,True,0,Optimization terminated successfully
36,1.1066984510769144,True,0,Optimization terminated successfully
36,1.3223852553217184,True,0,Optimization terminated successfully
36,1.4383042220930824,True,0,Optimization terminated successfully
36,1.5056542394172892,True,0,Optimization terminated successfully
36,1.5311265758924237,True,0,Optimization terminated successfully
36,1.5196770831015565,True,0,Optimization terminated successfully
36,1.4742320275826766,True,0,Optimization terminated successfully
36,1.3978307684667115,True,0,Optimization terminated successfully
40,0.5154247962029108,True,0,Optimization terminated successfully
40,0.1897585032808134,True,0,Optimization terminated successfully
40,0.647044483900872,True,0,Optimization terminated successfully
40,0.30594574290436377,True,0,Optimization terminated successfully
40,0.3239139420651943,True,0,Optimization terminated successfully
40,0.46783268089988245,True,0,Optimization terminated successfully
40,0.2668423553234883,True,0,Optimization terminated successfully
40,0.22343782784414512,True,0,Optimization terminated successfully
40,0.2617470765710757,True,0,Optimization terminated successfully
40,0.5760422713904959,True,0,Optimization terminated successfully
40,0.5483326151259672,True,0,Optimization terminated successfully
40,0.2704496146977667,True,0,Optimization terminated successfully
40,0.3230959919598014,True,0,Optimization terminated successfully
40,0.4735686137831179,True,0,Optimization terminated successfully
40,0.2513841331583744,True,0,Optimization terminated successfully
40,0.3124240841236259,True,0,Optimization terminated successfully
40,0.7913887019876299,True,0,Optimization terminated successfully
40,0.43652887846819083,True,0,Optimization terminated successfully
40,0.41744351040121874,True,0,Optimization terminated successfully
40,0.41607040387625865,True,0,Optimization terminated successfully
40,0.3247519254759641,True,0,Optimization terminated successfully
40,0.7330940578981998,True,0,Optimization terminated successfully
40,0.2584856723049432,True,0,Optimization terminated successfully
40,0.4839282493687236,True,0,Optimization terminated successfully
40,0.4366823712615947,True,0,Optimization terminated successfully
